Actual,Predicted
-0.02037205337479557,-0.020349384711140367
-0.0629371031646832,-0.06166639188483822
-0.01924653567975199,-0.022045007471021293
-0.03648554087247475,-0.037153616009665415
-0.00135688872348732,-0.009147120839711151
-0.06272814530682935,-0.06322853075646266
-0.04177125943372389,-0.04063821992666957
-0.04537033352785303,-0.04510213260041859
-0.049585159832729,-0.050900586306166846
-0.0463375646507197,-0.04470347067605995
0.021099825081271808,0.013195156394076417
-0.0003892380382481088,-0.005118952054750246
-0.060302701294976134,-0.058785999144297225
-0.06467496469837546,-0.06485948392704421
-0.06481725927702796,-0.06372852983340525
-0.030584901728918104,-0.03322847535112221
-0.06055218632429564,-0.060436604490675824
-0.013613797403184105,-0.015032470929701135
0.21536754202206027,0.2216716510458095
0.05079068638649534,0.04928376854223264
-0.03868474697529115,-0.041490672873941724
-0.0516278794779643,-0.0532053106880369
0.2163332378574303,0.22650711129120327
-0.06600844853793536,-0.06519035001927104
-0.05699413742037539,-0.05673806136016144
0.04208690404316009,0.03877735559161227
-0.0028890023084494256,-0.0031070307486845312
0.07889157806928267,0.07720710841874566
0.028171118550327647,0.033984198331149074
-0.06429807029090073,-0.06305713117236779
-0.05651297778212283,-0.05577839291087487
-0.039084335374640934,-0.038145323848813376
0.2934456421180508,0.31379073446557193
-0.06696333907748861,-0.06512740054796973
-0.049991253645064924,-0.04853482039512548
-0.05860779490192556,-0.056890542382258935
0.08082011265175244,0.0786644068090143
-0.05255114871393802,-0.051948468674472524
0.05337654831171036,0.0534742093772395
-0.05305217127851834,-0.05518424666566066
-0.06526558744297678,-0.06476673542212974
-0.059709157318216015,-0.059719179462774954
0.013964247126133651,0.010034667746111897
-0.05794354952831618,-0.05828687233235323
-0.031999160422729274,-0.03777725900801181
-0.03287793597474128,-0.03343662265217781
-0.06113566938490774,-0.06076560326759582
0.0321736736574535,0.03729570888986892
0.08656553859536031,0.08625745566063342
-0.03790423628106518,-0.037519864988079646
0.12678352020061537,0.11766545298299877
-0.06492060935579913,-0.06388526531944176
-0.06407558107144422,-0.06438266577884072
0.01871476751742595,0.020696678726919257
-0.06876988646181961,-0.06839653571599073
-0.014778440805292625,-0.017646459438241356
0.030404409214965487,0.025151395467189232
-0.05702741008072324,-0.05681325420990612
-0.044425631080208416,-0.04672658884874457
-0.05477193961739318,-0.055102341564111944
-0.048991692910490714,-0.049709216671698336
-0.05167021316392096,-0.05135464933046775
-0.045927465740566525,-0.04678316934209787
0.15585486172630456,0.15334725734423763
-0.043846896592105326,-0.04164557880600039
-0.04184182951400093,-0.041821712897705116
0.19107204634306463,0.18436178323018726
0.404611426375515,0.3993991941296781
0.021981608625524354,0.020638877258875896
-0.0680445633924379,-0.06672315949112212
-0.0451513229338898,-0.044459152327826906
0.2400206424346322,0.24906885149625524
0.027007110177336965,0.03047687449249654
-0.046345314900101645,-0.04551081129674809
-0.060203978691349705,-0.060469841848973166
0.1368119000294582,0.12891240276685126
-0.05098026877864134,-0.05152662283385038
0.17134974462228275,0.16053691291040748
-0.055856630243857626,-0.0551981455552014
-0.036837413848925374,-0.03788287698817266
0.03285102913712096,0.031830087321746366
0.09836977735222738,0.09419601625836979
-0.037863710030239695,-0.0362044917872524
-0.05422475619419243,-0.055132482010698085
0.013415073945030352,0.010602780671674883
-0.039199274959973614,-0.03814690101619937
-0.023085045019313435,-0.021640859486264267
-0.05383177900843916,-0.05270181103506997
0.03341930399408872,0.03237022684357389
-0.04822421486236499,-0.04706164454022272
0.033185308464749055,0.027501679604220168
0.18146508630566388,0.1359616945707419
-0.06316792609433289,-0.0614620911271302
-0.033789942535022634,-0.03420158873304997
0.010644566321559171,0.014776868414186895
-0.05157837818380335,-0.05264243438739934
0.12961115697883932,0.12697528993303947
-0.04871312680413397,-0.04794326817691995
-0.005423953876295804,-0.003241585250086779
0.059927654674996576,0.055262352831007416
-0.01730846365591567,-0.014819838696658786
-0.054730154701439666,-0.05411341765785907
0.08490574887831805,0.0825956504491097
-0.05663407166444183,-0.05533221110665792
0.022321230316836,0.024812545736437118
-0.006964810777004867,-0.0035979933893031425
-0.02614927218923763,-0.02465712449797049
-0.012897484558266756,-0.011727473602632358
0.013953222082346443,0.017074159185966255
-0.043420370783355824,-0.04155132723623576
-0.06575912147392347,-0.06552219481213555
-0.049283847607401454,-0.049921899089671457
0.150350212798396,0.13936923732629544
