Actual,Predicted
-0.20569036330826215,-0.2009247482358352
-0.19469070717218057,-0.1975817486900396
-0.23088196708948375,-0.23167976317782155
-0.22137085137616538,-0.2192918728693033
-0.11952240485963185,-0.1109082515883796
-0.22088064930923132,-0.2204765170168677
-0.21721608995519978,-0.21705304743119683
-0.22495769576836588,-0.22492707926361621
-0.23028415969078364,-0.23036105540451782
-0.13366652791287587,-0.13382484428483915
-0.22592614375426004,-0.22513015150038518
-0.20760932505808943,-0.2067971761465715
-0.19292119727202833,-0.19652978114702094
-0.2032214187516308,-0.20763182834174762
0.21688773068485415,0.20716879086548448
-0.22172953581538543,-0.22064320383528174
-0.23041567731849769,-0.22963531262873835
-0.19022508590389095,-0.19165282636207503
-0.23041567731849769,-0.2298702549372735
-0.22202246144074847,-0.22363555234217952
-0.22910050104135748,-0.2247845206585937
-0.21608623397165663,-0.2167175471562732
-0.2292858213349545,-0.2273739123435105
-0.22410880926221177,-0.22486885224008246
-0.22543594168732597,-0.2260498037176893
-0.22961461540423955,-0.22904321395753433
-0.23080425212765274,-0.230227258866344
-0.2172878268430438,-0.2173681664856538
-0.23017655435901763,-0.23052388474937388
-0.22664351263270013,-0.22515772768171058
-0.21215863936219706,-0.2159036392717986
-0.21284611787070218,-0.2120350835463253
-0.2284668251987354,-0.22894606529197672
-0.23073849331379573,-0.23067582352431096
0.014464167411018258,0.013164409846219442
-0.04754639405614159,-0.05077219012242629
-0.2291602817812275,-0.22945773368594977
-0.22590820953229904,-0.22556899309654213
-0.21834594593874296,-0.21889184447644064
-0.225561481241053,-0.22592427925932806
-0.22856845245651441,-0.22894606529197672
-0.19449343073060954,-0.1941388627805992
-0.18624368862854837,-0.18177622474188357
-0.23094772590334076,-0.2315694723171548
-0.22954885659038254,-0.22937965629369203
-0.23082816442360074,-0.23104602818174202
-0.22391153282064075,-0.22074396863844348
-0.22768369750643827,-0.226747621859645
-0.23024829124686164,-0.22951854736038654
-0.1494605993865321,-0.15675630132908888
-0.21194940677265203,-0.21537924132474567
-0.22867007971429343,-0.2279191769120764
-0.2285385620865794,-0.22823026105153987
-0.22263222498742255,-0.2211777450882634
-0.16850674310911684,-0.16309468571032254
-0.18256119505255586,-0.17876055472153687
-0.22797064505781434,-0.2247845206585937
-0.21643894033688968,-0.214799462411152
-0.22542398553935197,-0.22554545479998833
-0.197500401946071,-0.19656347987652584
-0.2173416295089268,-0.21805012148263536
-0.21904538059522205,-0.21862287246202552
-0.22607559560393506,-0.22519858493590023
0.00837251001826439,0.009007886219298622
-0.141653234759509,-0.13477083204754073
-0.20017857909224737,-0.20001563216070797
-0.2291303914112925,-0.22930262640550927
-0.23084609864556174,-0.23112693981583488
-0.22982982606777158,-0.2296654063998197
-0.19651999781220283,-0.19877590582813498
-0.23105533123510677,-0.22998822095114424
-0.23079827405366574,-0.23104457602382025
-0.22810216268552835,-0.22888450392731408
-0.2110168272306799,-0.21395643173508352
-0.22973417688397957,-0.2296551331370633
-0.20168505373697157,-0.20187182219609542
-0.23073251523980873,-0.22965038833863113
-0.2305053484283027,-0.23036105540451782
-0.23082816442360074,-0.2311603309613963
-0.2305770853161467,-0.23003460421366262
-0.18736756653810452,-0.1889958469083951
-0.22619515708367507,-0.22617516437883953
-0.2242941295558088,-0.22419236502396983
-0.20442898969700496,-0.20344322610862764
-0.07573301290485061,-0.07497106072093838
-0.23076240560974373,-0.23082417315868176
-0.2305173045762767,-0.23077743567120543
-0.2214425882640094,-0.22197168822676533
-0.23039774309653668,-0.23039104143336486
-0.2264283019691681,-0.2272309525934347
-0.22895104919168247,-0.22733355439033653
-0.21615797085950064,-0.2169313099681924
4.76292007217364,1.63614702368936
-0.23073251523980873,-0.23130914710957895
-0.21477703576850343,-0.21572589740973883
-0.22274580839317557,-0.22075188222916775
-0.2292140844471105,-0.225014538553691
2.1771161252443947,1.5952543973059745
-0.22295504098272062,-0.2235206807766021
-0.22974613303195357,-0.22912881686968462
-0.20334098023137082,-0.2043316677135753
-0.2284907374946834,-0.22677997375535366
-0.18538882404840726,-0.18973844847547658
-0.2304276334664717,-0.22984778778974466
-0.20433334051321295,-0.20561489639036856
-0.07503955632235851,-0.07477347224868554
-0.21566776879256658,-0.2148770906880246
-0.2305113265022897,-0.2295850154987702
-0.2300271025093426,-0.22951854736038654
-0.22112575034269835,-0.22188141161835326
0.17475426522447213,0.3354955470960693
-0.2304874142063417,-0.22956365910221058
-0.23026622546882264,-0.2303212200298435
-0.2305770853161467,-0.22890209636181402
-0.22862823319638442,-0.22894606529197672
-0.13756423215240043,-0.13229573920500554
-0.2251071476180409,-0.22350209332057075
-0.1794047719874194,-0.18127860283965824
-0.22159801818767141,-0.22194721037431792
-0.21646285263283768,-0.21460166727831326
-0.23011677361914762,-0.23012856537716214
-0.23066675642595172,-0.2301165226913436
-0.22043827183419326,-0.2209886761213292
-0.2138623904484923,-0.21721271016065205
-0.22054587716595928,-0.2188259161582374
-0.17615867781247793,-0.18146897273472928
-0.22529246791163796,-0.22716836853151764
-0.23087001094150975,-0.23122373429397733
-0.1969504191392669,-0.1945919722178739
-0.2299015629556156,-0.22966479484689195
-0.22173551388937243,-0.22148933829819933
-0.17085612618600818,-0.1687734398758037
-0.23075642753575673,-0.23006290958995487
-0.21414335992588135,-0.21561154988839457
-0.22797662313180134,-0.22813713631228638
-0.22978200147587557,-0.225014538553691
-0.22872388238017644,-0.22871054492711707
-0.22826357068317737,-0.22496638569072916
-0.19670531810579986,-0.1960204519403252
-0.22801249157572334,-0.22602385702065905
-0.16271996748970002,-0.1663333205359004
-0.21105867374858892,-0.21222106410932262
-0.22609352982589606,-0.22409811401230392
-0.20637186374278024,-0.2120013820170042
-0.225609305832949,-0.22516465260323917
-0.23105533123510677,-0.23202058860867872
-0.22748044299088024,-0.22378781460506045
-0.2242761953338478,-0.22485990121132118
-0.018361436851603425,-0.0675205888874141
-0.1547153264211059,-0.15204941794617485
-0.2292977774829285,-0.22873229349098184
-0.052854923756598345,-0.06200273762759837
-0.23037383080058868,-0.2296965863139334
-0.2201453462088302,-0.2212232043826676
-0.22982982606777158,-0.22976437353015275
-0.2304993703543157,-0.23006290958995487
-0.22059370175785528,-0.2216013161283303
-0.13501159455995107,-0.13826905005146203
-0.23105533123510677,-0.2338793024343705
-0.2271157804776732,-0.2243858555105877
-0.18472525783585014,-0.18603437586341676
-0.22781521513415232,-0.22708771533004862
-0.21708457232748576,-0.22753277251997317
-0.22462292362509384,-0.22464720391803797
-0.08302028509500464,-0.09207779612097282
-0.22777336861624328,-0.2275454336505447
-0.23025426932084864,-0.22961179329843096
-0.23105533123510677,-0.22998822095114424
-0.21839377053063896,-0.21895336393633283
-0.19955685939759926,-0.1973920194757571
-0.22414467770613378,-0.2211521813492333
-0.2291543037072405,-0.22883032304174486
-0.2305412168722247,-0.2301145477197371
0.05314230610691378,0.020528259614200683
-0.2299194971775766,-0.22977448996418084
-0.23093576975536675,-0.23159005756999881
-0.22810216268552835,-0.22894606529197672
-0.21214070514023606,-0.2133913276519326
-0.21465747428876342,-0.21593898895086971
-0.11361008968648802,-0.11968242758863794
-0.1639992753229182,-0.16805233306731868
-0.23090587938543175,-0.2315694723171548
-0.2299972121394076,-0.22921715213124574
-0.2011051805602325,-0.20027653577879365
-0.2271516489215952,-0.22779925897360898
-0.21917092014894907,-0.2194076420858851
-0.1527007154874866,-0.14622049473854248
-0.21192549447670403,-0.21341051141779457
-0.21051466901577184,-0.2120520238213451
-0.22900485185756547,-0.22928775939346452
-0.2003638993858444,-0.1960621161386736
-0.23088196708948375,-0.23112693981583488
-0.23020644472895263,-0.23033245519849005
-0.21067607701342086,-0.21355659621503198
-0.20986903702517573,-0.20767268709485698
-0.17689398091287903,-0.17750030401391906
-0.18126395299737666,-0.18195069663018423
-0.2304276334664717,-0.23112071027235995
-0.22742066225101024,-0.227932102289618
-0.23105533123510677,-0.23202058860867872
-0.20723868447089536,-0.20778771002147403
-0.2124993895794561,-0.21476952525107892
-0.20436323088314795,-0.2069550421378864
-0.21116627908035493,-0.20882146829540307
-0.22450934021934082,-0.22462043893747435
-0.22321807623814865,-0.2233091446788348
-0.2262967843414541,-0.22612946724256008
-0.22420445844600378,-0.22205957082944183
-0.23105533123510677,-0.23202058860867872
-0.1829677040836719,-0.181277604873375
-0.22410283118822477,-0.2207112452762855
-0.08313386850075766,-0.0813971039605862
-0.22731305691924422,-0.22447793713257153
-0.2109391122688489,-0.21208054539154625
-0.23087001094150975,-0.23139740291731745
-0.23105533123510677,-0.22998822095114424
-0.22522073102379392,-0.22358105603648634
-0.22891518074776046,-0.2287399736144507
-0.2201034996909212,-0.2203317811767032
-0.23098957242124976,-0.2319382248166641
-0.1913011392215511,-0.19481744942106768
-0.22881355348998145,-0.2273639242734211
0.004976963993647905,0.00018166017904025402
-0.21960731955000012,-0.21848210422548806
-0.23074447138778273,-0.23067582352431096
-0.19099625744821405,-0.18237420242230187
-0.21330045149371424,-0.21366106160853732
-0.22877768504605944,-0.22850824861290261
-0.22806629424160635,-0.2251070074753904
-0.20026227212806538,-0.19708868720846842
-0.2292320186690715,-0.22926151773419648
-0.19470864139414157,-0.19661708968724234
-0.0567346937741619,-0.05481043583685594
-0.2291782160031885,-0.22924396178409137
-0.2158411329381896,-0.21493823230419945
0.9052509941400283,1.2760592583638544
1.10580939832992,1.3637561317889673
-0.2243299979997308,-0.22534638167252574
-0.11401659871760407,-0.12222112548078193
-0.2250533449521579,-0.2248984264988371
-0.22110781612073735,-0.2216013161283303
-0.17064689359646315,-0.1783358299024041
-0.23103141893915877,-0.23202058860867872
-0.2101559845765518,-0.2107356642595376
-0.23078631790569173,-0.2311389412784749
-0.22589027531033803,-0.22558398008750424
-0.22984776028973258,-0.22938165174723038
-0.22786901780003532,-0.2279611328436627
-0.23092979168137975,-0.2292535754139549
-0.2304276334664717,-0.230586067788881
-0.21964916606790913,-0.21933458118099136
-0.22977602340188857,-0.22935063828002655
-0.21894375333744304,-0.21805381581349023
-0.08369580745553575,-0.09503325519508848
-0.0812687094168134,-0.10127846621133264
-0.22800651350173634,-0.2265741031551819
0.02710779389352506,0.037473970447168034
0.04410345823856849,0.03426438311063216
-0.085531076169545,-0.07090878572736457
-0.22883148771194245,-0.22845119953246137
-0.22729512269728322,-0.22623299068280658
-0.1421494149004301,-0.14351497895316895
-0.211740174183107,-0.2131740130877719
-0.22670329337257014,-0.22650437852236746
-0.2305471949462117,-0.22991338103087536
-0.23105533123510677,-0.23202058860867872
-0.141713015499379,-0.13425833789634925
-0.20928916384843665,-0.21037151120084147
-0.19356085118863742,-0.19553906201200077
-0.23030807198673164,-0.22980687717460013
1.2992000918093976,0.9522160957986067
-0.2304874142063417,-0.22993670785787915
-0.22741468417702324,-0.22785783644532903
-0.22939342666672052,-0.23001155125988837
-0.17363593058996357,-0.17889703563672787
-0.1604961239665357,-0.1624697692820718
-0.2195176484401951,-0.2189492395723264
-0.13585450299211818,-0.12404315817141981
-0.20665881129415628,-0.20951809481211642
0.04543059066368268,0.03663665329230992
-0.2305651291681727,-0.23003487376403392
-0.23072653716582173,-0.2312310011330267
-0.15372296613926373,-0.14832578010705347
-0.22167573314950242,-0.2228242726615197
-0.1471351286055888,-0.1574295010288175
-0.23105533123510677,-0.23202058860867872
-0.23093576975536675,-0.231697090844105
-0.2243479322216918,-0.2239019643900169
-0.22898691763560447,-0.2268149781445321
-0.18974683998493086,-0.18889236249718142
-0.23072055909183473,-0.22965038833863113
-0.16923009006154394,-0.16046061414639376
-0.19895905199889918,-0.20029351426506453
-0.22128715834034737,-0.22001534030746628
-0.20695771499350632,-0.21004187824585177
-0.22593809990223404,-0.2248984264988371
1.5312450116888225,1.8132216082522274
-0.22734892536316623,-0.22829606310345849
0.02534426206735981,0.08571899980695559
-0.22679296448237515,-0.2272309525934347
-0.2300031902133946,-0.2288788646811452
-0.22960265925626555,-0.22907826106455123
-0.22869997008422843,-0.22515772768171058
-0.23105533123510677,-0.23202058860867872
-0.21130377478205595,-0.21465063629232767
-0.23091783553340575,-0.23104602818174202
-0.12396411383197349,-0.12978461491077628
-0.22742664032499724,-0.22782977723002215
-0.2305292607242507,-0.2309962443292021
-0.1750826244948178,-0.1701270210600266
-0.22827552683115138,-0.22437555996280129
-0.15408762865247078,-0.15356635753800038
-0.09086949623993677,-0.09002715932209684
-0.1913489638134471,-0.19038020223827665
-0.21927852548071508,-0.21784889188053072
-0.23033796235666665,-0.23066714481053868
-0.23070262486987372,-0.23014753615854744
-0.23073849331379573,-0.23067582352431096
-0.19377008377818244,-0.19378414053644738
-0.21603243130577363,-0.214937949559642
0.7344335080354659,0.7946910303721982
-0.2195116703662081,-0.2191676578141552
-0.17766515245720216,-0.18018492661072508
-0.22986569451169359,-0.22766293870190246
-0.2271815392915302,-0.22544702847965115
-0.23105533123510677,-0.23213087946934546
-0.21897364370737804,-0.22179504681499163
-0.2193263500726111,-0.2204502168926774
-0.18687736447117045,-0.18259598034380536
-0.20056117582741542,-0.2051732541234395
-0.21597265056590362,-0.21816836803197304
-0.2284608471247484,-0.22816806468012268
-0.20762128120606343,-0.2098053714200001
-0.2019181986224646,-0.20032455506959237
-0.18210686142954377,-0.17384007178182478
-0.23021840087692663,-0.22992386803866224
-0.044097045365642094,-0.06230281852748755
-0.225615283906936,-0.22715900165328265
-0.1872838735022865,-0.18628788734428264
-0.11018465329193652,-0.09793495115320004
-0.19483418094786858,-0.19513152464723402
-0.2207909781994263,-0.20948339256283594
-0.19326194748928738,-0.19471705375567555
-0.23099555049523676,-0.23130914710957895
-0.2206415263497513,-0.22279161144700416
-0.23082816442360074,-0.2315694723171548
-0.22127520219237337,-0.22041699913058366
-0.22786303972604832,-0.2247845206585937
-0.13857452665620357,-0.14765811798300582
-0.2222556063262415,-0.2204347888937828
-0.2304754580583677,-0.2301165226913436
-0.22747446491689324,-0.22701005662576282
-0.23105533123510677,-0.23202058860867872
-0.23088196708948375,-0.2315694723171548
-0.22302079979657763,-0.21624057312353026
-0.22470661666091185,-0.22518798643528987
-0.22031273228046624,-0.2210753856837586
-0.21990622324935016,-0.22209991269087478
-0.07200269473696208,-0.07497106072093838
-0.21131573093002995,-0.21561478514353097
-0.03625979036868398,-0.018316890353790728
-0.2283651979409564,-0.22813713631228638
-0.22609950789988306,-0.22703418550391838
-0.21617590508146164,-0.21720915928671825
-0.2263804773772721,-0.22537641292641486
-0.23073251523980873,-0.2307025922691962
-0.23072653716582173,-0.23043151089051025
-0.22519084065385891,-0.2262979090343737
0.3921768161316931,0.5026025404935442
-0.22599788064210405,-0.22583021671221223
-0.16763992238100173,-0.1711285772676777
-0.1949178739836866,-0.19442806105185678
-0.21503409294994447,-0.214799462411152
-0.22804836001964535,-0.22819891231934952
-0.2271516489215952,-0.22181870303254006
-0.2291782160031885,-0.22670760595691622
-0.23102544086517177,-0.23052388474937388
-0.16472262227534532,-0.16277174642316256
-0.22541800746536497,-0.2262979090343737
-0.2304635019103937,-0.2309525693386254
-0.22666742492864814,-0.22619006218413887
-0.22770760980238627,-0.2257479181878474
-0.11933110649204783,-0.12421128617016387
-0.23089392323745775,-0.230227258866344
-0.2124276526916121,-0.21439964129591174
-0.2165824141125777,-0.21642026798921443
-0.2271038243296992,-0.22579740957248767
-0.22905865452344848,-0.22924396178409137
-0.22941136088868153,-0.22909050505694098
-0.2067425043299743,-0.2102859851631289
-0.2291483256332535,-0.22879052941958408
-0.23039774309653668,-0.23039104143336486
-0.22659568804080413,-0.22725564262907588
-0.2004236801257144,-0.20414037819900438
-0.11597740698534034,-0.13022106568927425
-0.20142201848154354,-0.20157257639981477
-0.20742998283847938,-0.20779037777461185
-0.1746103566498447,-0.17352496888706362
-0.1253868954408797,-0.15126218386247942
-0.23070860294386072,-0.230466828586212
-0.22398326970848476,-0.22169887478509007
-0.204733871470342,-0.20706971649925207
-0.20567242908630115,-0.20664542448446507
-0.22135291715420438,-0.22152416701406352
-0.20702347380736333,-0.20505203991616364
-0.211686371517224,-0.2110832656763392
-0.06872671019208561,-0.06061165077977518
-0.10726735318628011,-0.1251137491080092
-0.21127388441212094,-0.21322557798492642
-0.22984178221574558,-0.22935063828002655
-0.09226238747890797,-0.10857145591134874
-0.22622504745361008,-0.22608621802487486
-0.22002578472909018,-0.21968433431550494
-0.2305113265022897,-0.22423333279328705
-0.1983612446001991,-0.19637760486123093
0.18462406537701054,0.15476770028115946
-0.22788097394800932,-0.225014538553691
-0.23088196708948375,-0.23006290958995487
-0.15029752974471225,-0.1648795425214007
-0.2227996110590586,-0.2228880056645155
-0.19743464313221396,-0.19823740139890747
-0.22783912743010032,-0.2265126865087155
-0.14029023389047282,-0.1387101169200176
-0.22810814075951535,-0.22631344496727135
1.856284850510033,1.3448452885366091
-0.17722875305615107,-0.17107629021913823
-0.22861627704841042,-0.22877244171494748
-0.22773750017232128,-0.22645999356372634
-0.21721011188121278,-0.21526302380150128
-0.23027818161679664,-0.2303260585146381
-0.22003774087706418,-0.21730221352345688
-0.23085207671954874,-0.23133402515464407
-0.21978068369562315,-0.21979673701551808
-0.2207969562734133,-0.22188114789700134
-0.23105533123510677,-0.23202058860867872
-0.12511788211146466,-0.15126218386247942
-0.22547181013124798,-0.22633523002006461
-0.22236918973199452,-0.22318358676753175
-0.2305292607242507,-0.21976451247657083
-0.2234870895675637,-0.22326412558472525
-0.19798462593901806,-0.19884026291602683
-0.21633133500512366,-0.21760866670153903
-0.21493246569216545,-0.2171032134824712
-0.22940538281469453,-0.22965038833863113
-0.1542012120582238,-0.1535972108135756
-0.2306069756860817,-0.23069635864954774
-0.22311047090638264,-0.22375378379447827
-0.20725064061886936,-0.21177771316568925
-0.22886137808187745,-0.2280790402637081
-0.2299972121394076,-0.22873229349098184
-0.22694241633205017,-0.22796937494878375
-0.2236126291212907,-0.22396064002242175
-0.23089392323745775,-0.23088043213105416
-0.06282635116691576,-0.07554087197737529
-0.22829346105311238,-0.22819891231934952
