cluster_label
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
0
-1
-1
-1
1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
2
-1
-1
-1
3
-1
-1
-1
3
-1
-1
-1
429
-1
-1
-1
-1
-1
-1
3
-1
-1
-1
-1
-1
3
-1
-1
-1
-1
-1
-1
-1
3
-1
-1
-1
4
-1
-1
-1
-1
-1
-1
5
632
6
-1
-1
-1
-1
7
8
-1
-1
-1
9
-1
-1
10
-1
-1
3
-1
-1
3
-1
-1
-1
452
-1
-1
-1
-1
-1
11
-1
-1
-1
-1
-1
5
3
3
-1
12
-1
3
-1
-1
3
13
-1
-1
3
-1
-1
-1
-1
-1
3
-1
-1
-1
-1
-1
-1
1000
-1
14
-1
119
-1
-1
15
-1
-1
-1
-1
-1
-1
-1
16
-1
-1
-1
-1
17
-1
-1
3
-1
-1
-1
-1
-1
-1
-1
-1
3
-1
5
-1
3
-1
-1
3
-1
156
-1
-1
-1
18
-1
-1
-1
-1
-1
1437
-1
-1
3
-1
-1
-1
-1
-1
-1
19
-1
-1
-1
2609
-1
-1
-1
-1
-1
-1
3
-1
-1
-1
-1
-1
-1
20
-1
-1
-1
-1
-1
-1
-1
-1
-1
3
-1
-1
-1
-1
-1
-1
-1
-1
-1
21
-1
-1
-1
-1
6
2963
3
3
2963
-1
-1
-1
-1
-1
-1
-1
-1
22
-1
-1
23
-1
-1
-1
-1
2749
-1
-1
2252
-1
-1
-1
-1
-1
-1
-1
-1
-1
3
-1
-1
-1
-1
-1
12
5
-1
-1
-1
24
-1
-1
-1
-1
-1
70
-1
-1
-1
-1
-1
-1
-1
-1
-1
25
-1
-1
3
-1
-1
26
-1
-1
27
-1
-1
28
-1
29
-1
-1
-1
-1
-1
-1
-1
-1
2934
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
30
3
-1
-1
-1
-1
-1
-1
-1
3
-1
31
-1
-1
32
-1
-1
33
-1
-1
-1
-1
34
35
-1
-1
-1
-1
-1
-1
-1
3
3
-1
-1
-1
-1
-1
36
-1
-1
-1
3
-1
-1
5
-1
-1
-1
-1
-1
-1
37
-1
159
-1
-1
38
-1
-1
-1
2862
-1
-1
17
-1
-1
-1
-1
3
-1
3
-1
-1
-1
-1
-1
-1
-1
-1
3
-1
-1
-1
3
-1
-1
-1
-1
3
-1
-1
-1
3
-1
327
-1
-1
-1
-1
-1
-1
-1
39
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
3
-1
-1
-1
40
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
3
41
-1
-1
3
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
42
43
-1
-1
3
-1
-1
-1
-1
-1
32
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
44
-1
-1
-1
-1
2352
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
45
-1
-1
12
-1
-1
-1
-1
3
